n,nb_hat,r1_radius,r1_nb_lo,r1_nb_hi,r2_nb_lo,r2_nb_hi,succ_diff_hat,r1_sd_lo,r1_sd_hi,r2_sd_lo,r2_sd_hi,r2_wr_lo,r2_wr_hi
153,-0.5882352941176471,0.2734714265313883,-0.8617067206490354,-0.3147638675862588,-0.7757769709124285,-0.3453584830550587,-0.058823529411764705,-0.332294955943153,0.21464789711962357,-0.23352705731111412,0.11712684175547433,0.09410874922406205,0.45613447919157624
154,-0.5909090909090909,0.2723096424799369,-0.8632187333890278,-0.31859944842915405,-0.7773208374326877,-0.34922604330561385,-0.06493506493506493,-0.3372447074150018,0.20737457754487196,-0.23953678391196512,0.11110972661476631,0.09335087392799486,0.4519065652994077
155,-0.5935483870967742,0.2711617789209885,-0.8647101660177627,-0.3223866081757856,-0.7788435293782139,-0.3530485627151304,-0.07096774193548387,-0.3421295208564724,0.20019403698550464,-0.24544605439709083,0.10515737668160469,0.09260512706837447,0.44775587709286085
156,-0.5961538461538461,0.27002757412658046,-0.8661814202804266,-0.3261262720272657,-0.7803454840412507,-0.35682687306633365,-0.07051282051282051,-0.340540394639401,0.19951475361375995,-0.24394008631889638,0.10449557111431393,0.09187121632635706,0.44368039431654127
157,-0.5987261146496815,0.2689067729807232,-0.8676328876304047,-0.3298193416689583,-0.7818271275728372,-0.36056168102155073,-0.07006369426751592,-0.3389704672482391,0.19884307871320728,-0.24245256773985113,0.10384205951812164,0.09114886139903021,0.43967805218335965
158,-0.6012658227848101,0.26779912677090506,-0.8690649495557152,-0.33346669601390505,-0.7832888693937776,-0.3642537343917014,-0.0759493670886076,-0.34374849385951267,0.19184975968229745,-0.24821641550788398,0.09803386919106108,0.09043779040463505,0.43574694334713776
159,-0.6037735849056604,0.26670439298745174,-0.8704779778931121,-0.3370691919182086,-0.7847311027207464,-0.3679037510224108,-0.07547169811320754,-0.3421760911006593,0.1912326948742442,-0.24672338591431672,0.0974279434051154,0.08973774578592879,0.43188513733650064
160,-0.60625,0.2656223351303978,-0.8718723351303977,-0.34062766486960216,-0.7861542226746678,-0.3715124666690826,-0.075,-0.3406223351303978,0.19062233513039778,-0.24524829797446723,0.09682946056127548,0.08904846525899732,0.42809088061020756
161,-0.5962732919254659,0.2645527225235431,-0.860826014449009,-0.33172056940192274,-0.7777440773774378,-0.36066514577554615,-0.06832298136645963,-0.33287570389000276,0.19622974115708347,-0.23894701537138185,0.10383081288071153,0.0945410667085316,0.4403751527564528
162,-0.5987654320987654,0.26349533013538534,-0.8622607622341507,-0.3352701019633801,-0.7791957197549901,-0.3642695290438923,-0.06790123456790123,-0.3313965647032866,0.1955940955674841,-0.2375345116964092,0.10320187645193973,0.09382105946259404,0.4365361782776781
163,-0.6012269938650306,0.26244993840663106,-0.8636769322716618,-0.3387770554583996,-0.7806284750348952,-0.36783384170634603,-0.06748466257668712,-0.32993460098331817,0.19496527582994394,-0.23613866194625577,0.10258050052666225,0.09311195376480895,0.4327631907349862
164,-0.5914634146341463,0.26141633308400775,-0.852879747718154,-0.33004708155013857,-0.7723877228251317,-0.35725598509718737,-0.06097560975609756,-0.3223919428401053,0.2004407233279102,-0.22998816901590774,0.10938799017813147,0.09852222552505084,0.44479266381538735
165,-0.593939393939394,0.26039430506010736,-0.8543336989995014,-0.33354508887928663,-0.7738472126650089,-0.36081543420300344,-0.06666666666666667,-0.327060971726774,0.1937276383934407,-0.23559546073277787,0.10379816691080732,0.09778380345773861,0.4409775971751621
166,-0.5843373493975904,0.25938365021900883,-0.8437209996165993,-0.3249536991785816,-0.765724637601749,-0.35046064530510507,-0.060240963855421686,-0.31962461407443055,0.19914268636358715,-0.2295178031346884,0.11049416697168926,0.10315409361955902,0.45286723888998776
167,-0.5868263473053892,0.258384169287436,-0.8452105165928252,-0.32844217801795317,-0.7672093136760291,-0.35401422079808686,-0.059880239520958084,-0.31826440880839413,0.19850392976647793,-0.22820031794602288,0.10984624217370312,0.10238734943847157,0.4490122863549673
168,-0.5773809523809523,0.2573956676912227,-0.834776620072175,-0.31998528468972964,-0.7592011236896115,-0.34387309707346414,-0.05357142857142857,-0.31096709626265123,0.2038242391197941,-0.22222248172121395,0.11639737178172384,0.10771871178626445,0.46076627351027877
169,-0.5680473372781065,0.25641795541686246,-0.8244652926949689,-0.31162938186124406,-0.7512621081616045,-0.333906615715055,-0.047337278106508875,-0.30375523352337136,0.2090806773103536,-0.216301650337919,0.1228414924716103,0.11305081964493328,0.4724907800378658
170,-0.5705882352941176,0.25545084687793673,-0.8260390821720544,-0.3151373884161809,-0.7528121030505968,-0.3374835794462877,-0.047058823529411764,-0.3025096704073485,0.20839202334852497,-0.21507953878711245,0.12213579661705914,0.11221806577592969,0.4684958395039014
171,-0.5614035087719298,0.25449416078621984,-0.8158976695581497,-0.30690934798570996,-0.7449816580404314,-0.32771505520009153,-0.04093567251461988,-0.2954298333008397,0.21355848827159996,-0.2092538252908584,0.12844483179655686,0.11751266743948585,0.48009042435905463
172,-0.563953488372093,0.25354772002727144,-0.8175012083993645,-0.3104057683448216,-0.7465527356537276,-0.3312830255301886,-0.046511627906976744,-0.30005934793424816,0.2070360921202947,-0.21477511005346167,0.12299524906069732,0.11665407079487153,0.47606169423649675
173,-0.5664739884393064,0.25261135154033515,-0.8190853399796416,-0.31386263689897126,-0.7481045200128775,-0.3348137033468037,-0.046242774566473986,-0.2988541261068091,0.20636857697386116,-0.2135826748058286,0.12230119936038991,0.11580794714915202,0.4720996540194054
174,-0.5574712643678161,0.25168488620236984,-0.809156150570186,-0.3057863781654463,-0.7404184111062138,-0.32526296582715275,-0.040229885057471264,-0.2919147712598411,0.21145500114489857,-0.20785886854275887,0.12848450937147796,0.12102856579782657,0.48346929153579654
175,-0.5485714285714286,0.2507681587160491,-0.7993395872874778,-0.29780326985537947,-0.7327951610939841,-0.31586734601429534,-0.03428571428571429,-0.28505387300176344,0.21648244443033485,-0.20218744644096923,0.1345717384985515,0.12625107143501993,0.4948144536826578
176,-0.5511363636363636,0.2498610075015705,-0.8009973711379341,-0.30127535613479317,-0.7344047298485583,-0.31941536576910456,-0.03977272727272727,-0.28963373477429777,0.21008828022884324,-0.20762326720763336,0.12921495439315384,0.12534333324381983,0.49072379442742753
177,-0.5536723163841808,0.24896327459212436,-0.8026355909763052,-0.30470904179205643,-0.7359949674478359,-0.32292714285648483,-0.03954802259887006,-0.28851129719099444,0.2094152519932543,-0.206495549382463,0.1285033751342256,0.12444858099172004,0.48669981621935066
178,-0.5561797752808989,0.24807480553287894,-0.8042545808137779,-0.30810496974801993,-0.7375662063112418,-0.3264032172855367,-0.03932584269662921,-0.28740064822950817,0.20874896283624972,-0.2053800293066528,0.12779960613907057,0.12356653422711457,0.4827409460666652
179,-0.5586592178770949,0.24719544928334344,-0.8058546671604384,-0.31146376859375147,-0.7391188043122852,-0.3298441482156349,-0.03910614525139665,-0.2863015945347401,0.2080893040319468,-0.20427654342278423,0.1271035155104525,0.12269692392905608,0.478845573599153
180,-0.5611111111111111,0.24632505812297875,-0.8074361692340899,-0.31478605298813234,-0.7406530786719587,-0.33325042120284504,-0.03888888888888889,-0.28521394701186764,0.20743616923408986,-0.20318487120999232,0.12641498645146687,0.12183949210812732,0.47501220639988034
181,-0.56353591160221,0.24546348755992986,-0.8089993991621398,-0.3180724240422801,-0.7421693591123127,-0.3366225875543626,-0.04419889502762431,-0.28966238258755417,0.20126459253230555,-0.2084563588569177,0.12123486901844405,0.12099398018882296,0.4712394155127026
182,-0.5659340659340659,0.24461059624275996,-0.8105446621768259,-0.321323469691306,-0.7436679616406724,-0.3399611249729827,-0.04395604395604396,-0.2885666401988039,0.200654552286716,-0.20735548322017375,0.12058474516475595,0.12016014392486846,0.4675257307736953
183,-0.5573770491803278,0.24376624587507204,-0.8011432950553998,-0.3136108033052558,-0.7363597640737158,-0.33089318382935434,-0.03825136612021858,-0.28201761199529063,0.20551487975485344,-0.2019264424433474,0.1264487982121973,0.12513733849490144,0.4782037216072565
184,-0.5597826086956522,0.24293030113290778,-0.80271290982856,-0.3168523075627444,-0.737875854353542,-0.3342237663657769,-0.03804347826086957,-0.2809737793937773,0.20488682287203822,-0.20087049860993159,0.12577875047598194,0.12428148428728962,0.474461671662485
185,-0.5513513513513514,0.2421026295848191,-0.7934539809361705,-0.3092487217665323,-0.730657530958588,-0.3253190314447558,-0.032432432432432434,-0.27453506201725153,0.20967019715238666,-0.1955211359906841,0.13153045918490436,0.12922794721176528,0.4850324203992371
186,-0.543010752688172,0.24128310161451144,-0.7842938543026834,-0.30172765107366056,-0.7234932569566592,-0.3165484440903509,-0.026881720430107527,-0.26816482204461894,0.2144013811844039,-0.19021739313999808,0.13719883793464271,0.1341774269166745,0.49558304180523977
187,-0.5347593582887701,0.24047159034596335,-0.7752309486347334,-0.29428776794280675,-0.7163821052421224,-0.3079082970631952,-0.0213903743315508,-0.26186196467751416,0.21908121601441255,-0.1849586500681658,0.14278598456459252,0.1391301955766025,0.506114528528478
188,-0.5372340425531915,0.23966797157092973,-0.7769020141241212,-0.2975660709822618,-0.7179806109597074,-0.3112759858845397,-0.026595744680851064,-0.2662637162517808,0.21307222689007865,-0.19014477309711442,0.13772557937401403,0.13818708985292466,0.5021765765041122
189,-0.5396825396825397,0.2388721236787404,-0.7785546633612801,-0.30081041600379926,-0.7195611449461133,-0.31461139590967263,-0.031746031746031744,-0.27061815542477213,0.20712609193270864,-0.19525978489527623,0.1327080142403406,0.1372567115529443,0.49829907004615487
190,-0.531578947368421,0.23808392758831048,-0.7696628749567316,-0.29349501978011056,-0.7125660297117735,-0.30614113368486107,-0.02631578947368421,-0.2643997170619947,0.21176813811462628,-0.19005843997001648,0.13822350847093678,0.14214760003266058,0.5086449080055007
191,-0.5235602094240838,0.23730326668228047,-0.7608634761063642,-0.2862569427418033,-0.7056211228458047,-0.29779275682272077,-0.020942408376963352,-0.25824567505924384,0.21636085830531712,-0.18490007043821027,0.1436622018745432,0.1470423271499933,0.5189734868031465
