scenario,rule,event,replicate,first_crossing_runs_per_arm,noncompliant_a,noncompliant_b,u_compliance,variance_estimate,statistic,boundary,statistic_kind
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5635,2000,17,13,-0.0020000000000000018,7.446473236618241e-06,2.931667216454269,2.362561269455541,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5638,7000,89,45,-0.006285714285714228,2.706083376342375e-06,2.257900091972955,2.2043984518219175,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5653,2000,24,20,-0.0020000000000000018,1.0883441720860416e-05,2.424972729256063,2.362561269455541,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5657,3000,35,24,-0.003666666666666707,6.491015523693136e-06,2.485856314843164,2.316614868579364,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5661,4000,41,20,-0.005249999999999977,3.78092960740182e-06,2.4428360121197237,2.27966933762555,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5666,6000,70,38,-0.005333333333333412,2.9711248170991502e-06,2.7073620221360457,2.225125228345559,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5724,8000,86,37,-0.006125000000000047,1.9049939836229682e-06,2.8075332128922037,2.1866853049598176,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5766,8000,100,47,-0.006624999999999992,2.273313461057613e-06,2.2384330805642314,2.1866853049598176,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5784,9000,118,61,-0.006333333333333302,2.1859150330832387e-06,2.480017766262479,2.171334570077069,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5787,1000,6,5,-0.0010000000000000009,1.09499499499498e-05,2.719796699274171,2.412201675481822,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5789,2000,20,15,-0.0025000000000000577,8.67621310655322e-06,2.546221365718854,2.362561269455541,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5814,2000,18,13,-0.0025000000000000577,7.69222111055523e-06,2.704178675255159,2.362561269455541,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5827,1000,8,8,0.0,1.5887887887887957e-05,2.5088050587043664,2.412201675481822,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5848,4000,43,22,-0.005250000000000088,4.027053638409594e-06,2.3670089633184817,2.27966933762555,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5851,10000,129,59,-0.007000000000000006,1.8600640064006481e-06,2.199668878095488,2.157872091494009,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5853,7000,83,40,-0.006142857142857228,2.4858099261993867e-06,2.446424206061807,2.2043984518219175,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),5917,9000,116,56,-0.006666666666666599,2.1009302816911112e-06,2.299709211975546,2.171334570077069,z vs boundary
