n,net_benefit,success_difference,radius,nb_lo,nb_hi,success_lo,success_hi
194,-0.520618556701031,-0.02577319587628866,0.2350053645267052,-0.7556239212277361,-0.2856131921743258,-0.26077856040299385,0.20923216865041655
195,-0.517948717948718,-0.02564102564102564,0.23425372526699034,-0.7522024432157084,-0.28369499268172765,-0.259894750908016,0.2086126996259647
196,-0.5204081632653061,-0.025510204081632654,0.23350907289527736,-0.7539172361605835,-0.2868990903700288,-0.25901927697691,0.2079988688136447
197,-0.5126903553299492,-0.02030456852791878,0.2327713043034183,-0.7454616596333675,-0.2799190510265309,-0.2530758728313371,0.21246673577549952
198,-0.5050505050505051,-0.015151515151515152,0.2320403184394908,-0.7370908234899959,-0.2730101866110143,-0.24719183359100594,0.21688880328797566
199,-0.507537688442211,-0.020100502512562814,0.23131601625644005,-0.7388537046986511,-0.276221672185771,-0.25141651876900284,0.21121551374387723
200,-0.5,-0.015,0.230598300662257,-0.730598300662257,-0.269401699337743,-0.24559830066225702,0.215598300662257
201,-0.5024875621890548,-0.014925373134328358,0.2298870764716396,-0.7323746386606944,-0.27260048571741513,-0.24481244960596796,0.21496170333731127
202,-0.49504950495049505,-0.009900990099009901,0.22918225035908515,-0.7242317553095802,-0.2658672545914099,-0.23908324045809506,0.21928126026007524
203,-0.4975369458128079,-0.009852216748768473,0.22848373081336532,-0.7260206766261732,-0.26905321499944257,-0.23833594756213378,0.21863151406459685
204,-0.49019607843137253,-0.004901960784313725,0.22779142809333558,-0.7179875065247081,-0.26240465033803695,-0.23269338887764932,0.22288946730902184
205,-0.4926829268292683,-0.004878048780487805,0.2271052541850346,-0.7197881810143029,-0.2655776726442337,-0.23198330296552241,0.2222272054045468
206,-0.49029126213592233,-0.0048543689320388345,0.22642512276002863,-0.716716384895951,-0.2638661393758937,-0.23127949169206746,0.2215707538279898
207,-0.4927536231884058,-0.00966183574879227,0.2257509491349597,-0.7185045723233655,-0.26700267405344613,-0.23541278488375195,0.21608911338616743
208,-0.4951923076923077,-0.009615384615384616,0.2250826502322572,-0.7202749579245649,-0.2701096574600505,-0.23469803484764182,0.2154672656168726
209,-0.4880382775119617,-0.004784688995215311,0.2244201445419734,-0.7124584220539352,-0.2636181329699883,-0.2292048335371887,0.2196354555467581
210,-0.49047619047619045,-0.004761904761904762,0.2237633520847058,-0.7142395425608963,-0.26671283839148463,-0.22852525684661057,0.21900144732280102
211,-0.4834123222748815,0.0,0.22311219437557064,-0.7065245166504521,-0.2603001278993109,-0.22311219437557064,0.22311219437557064
212,-0.4858490566037736,0.0,0.2224665943891919,-0.7083156509929655,-0.2633824622145817,-0.2224665943891919,0.2224665943891919
