pair_index,n,z,decisive_tier,success_diff,n_win,n_loss,n_tie,n_succ_pos,n_succ_neg,nb_hat,succ_diff_hat,log_e_win,log_e_gate,log_e_harm,e_win,e_gate,e_harm,win_cross,gate_cross,deploy,harm
133,133,-1,1,0,22,100,11,20,26,-0.5864661654135338,-0.045112781954887216,-0.7648984468641093,-0.282964908477636,23.4557566682765,0.46538118949382495,0.7535462304801578,15371126259.254343,False,False,False,True
134,134,1,0,1,23,100,11,21,26,-0.5746268656716418,-0.03731343283582089,-0.7620593368495272,-0.2620510019218081,22.51365114661746,0.46670433527896676,0.7694717781673217,5991760705.007466,False,False,False,True
135,135,-1,1,0,23,101,11,21,26,-0.5777777777777777,-0.037037037037037035,-0.7649337823868301,-0.26138566892714765,22.984001988071412,0.4653647452967637,0.769983903477838,9590146365.899317,False,False,False,True
136,136,-1,0,-1,23,102,11,21,27,-0.5808823529411765,-0.04411764705882353,-0.7677802175849098,-0.28319597680022435,23.455779816199698,0.46404199815591146,0.7533721299320235,15371482073.022615,False,False,False,True
137,137,-1,1,0,23,103,11,21,27,-0.583941605839416,-0.043795620437956206,-0.7705992713538432,-0.2825849881107132,23.928948578301643,0.46273568096638035,0.7538325724306604,24672339093.664494,False,False,False,True
138,138,1,0,1,24,103,11,22,27,-0.572463768115942,-0.036231884057971016,-0.7678147667237503,-0.2617694671548292,22.994343878336327,0.46402596618143643,0.7696884417228156,9689841235.37201,False,False,False,True
139,139,-1,1,0,24,104,11,22,27,-0.5755395683453237,-0.03597122302158273,-0.7706330886498649,-0.2611078700650169,23.46337731153959,0.4627200327614688,0.7701978338435134,15488711597.931833,False,False,False,True
140,140,-1,1,0,24,105,11,22,27,-0.5785714285714286,-0.03571428571428571,-0.7734246606144048,-0.26044461604901503,23.93377839006108,0.46143011777351806,0.7707088400946672,24791790077.83238,False,False,False,True
141,141,-1,0,-1,24,106,11,22,28,-0.5815602836879432,-0.0425531914893617,-0.776190068448416,-0.2821854019823742,24.405503569283685,0.4601558380745952,0.754133853659585,39735211428.31727,False,False,False,True
142,142,-1,1,0,24,107,11,22,28,-0.5845070422535211,-0.04225352112676056,-0.7789298784409593,-0.281575729230108,24.87851524291661,0.45889682402851517,0.754593768706313,63767866651.34038,False,False,False,True
143,143,-1,1,0,24,108,11,22,28,-0.5874125874125874,-0.04195804195804196,-0.7816446382059845,-0.2809646185132535,25.35278188008936,0.45765271888172226,0.7550550499778496,102464463729.41336,False,False,False,True
144,144,-1,0,-1,24,109,11,22,29,-0.5902777777777778,-0.04861111111111111,-0.784334877501562,-0.3009755004957362,25.82827813883283,0.4564231781745769,0.7400959045073653,164846098437.14706,False,False,False,True
145,145,-1,0,-1,24,110,11,22,30,-0.593103448275862,-0.05517241379310345,-0.7870011090045552,-0.31940850647825725,26.304984957384324,0.45520786918573547,0.7265786765769049,265527687718.80576,False,False,False,True
146,146,-1,0,-1,24,111,11,22,31,-0.5958904109589042,-0.06164383561643835,-0.7896438290436314,-0.33647827220979565,26.782889624095734,0.45400647040741726,0.7142814031640224,428214306826.52106,False,False,False,True
147,147,-1,1,0,24,112,11,22,31,-0.5986394557823129,-0.061224489795918366,-0.7922635182932538,-0.3359910337117964,27.26198582593547,0.45281867104953577,0.7146295133615069,691401010482.8986,False,False,False,True
148,148,1,0,1,25,112,11,23,31,-0.5878378378378378,-0.05405405405405406,-0.7896731217405555,-0.3193643555419414,26.30346676178625,0.453993171528259,0.726610756413955,265124870607.099,False,False,False,True
149,149,-1,0,-1,25,113,11,23,32,-0.5906040268456376,-0.06040268456375839,-0.7922922457524608,-0.33635280423349556,26.778687621196866,0.4528056629064814,0.7143710282286064,426418724231.5575,False,False,False,True
150,150,1,0,1,26,113,11,24,32,-0.58,-0.05333333333333334,-0.7897023946224433,-0.3198237806896005,25.836675672290216,0.45397988203428286,0.7262770098315557,166236227723.53806,False,False,False,True
151,151,-1,0,-1,26,114,11,24,33,-0.5827814569536424,-0.059602649006622516,-0.7923209541882654,-0.3366992487515543,26.30847107639495,0.4527926637507695,0.7141235811678304,266454964197.78998,False,False,False,True
152,152,-1,1,0,26,115,11,24,33,-0.5855263157894737,-0.05921052631578947,-0.7949169825600326,-0.33621672739961017,26.781376912922475,0.4516187255968212,0.7144682441906173,427567031953.4312,False,False,False,True
153,153,-1,1,0,26,116,11,24,33,-0.5882352941176471,-0.058823529411764705,-0.7974909296762611,-0.3357332714741075,27.25535852805354,0.4504577776307308,0.7148137416065119,686834040082.7024,False,False,False,True
154,154,-1,0,-1,26,117,11,24,34,-0.5909090909090909,-0.06493506493506493,-0.8000432317614465,-0.35152313476618113,27.73038659415948,0.4493095392545224,0.703615571791968,1104469885503.3223,False,False,False,True
155,155,-1,0,-1,26,118,11,24,35,-0.5935483870967742,-0.07096774193548387,-0.8025743118828568,-0.36629721093643663,28.20643719805997,0.44817373881867056,0.6932967152198088,1777870113025.1033,False,False,False,True
156,156,-1,1,0,26,119,11,24,35,-0.5961538461538461,-0.07051282051282051,-0.8050845804792743,-0.3658711163587123,28.683491917037216,0.44705011324740684,0.6935921881361514,2864720535579.697,False,False,False,True
157,157,-1,1,0,26,120,11,24,35,-0.5987261146496815,-0.07006369426751592,-0.8075744358633559,-0.3654442790247896,29.161537884236225,0.4459384076833493,0.6938883023683741,4620563966467.894,False,False,False,True
158,158,-1,0,-1,26,121,11,24,36,-0.6012658227848101,-0.0759493670886076,-0.8100442646991821,-0.3793688999470395,29.64056784440117,0.44483837515027397,0.6842931303992303,7459935204638.251,False,False,False,True
159,159,-1,1,0,26,122,11,24,36,-0.6037735849056604,-0.07547169811320754,-0.8124944424564546,-0.37896583550587337,30.120580200135677,0.44374977623293166,0.6845690002203513,12055959285545.41,False,False,False,True
160,160,-1,1,0,26,123,11,24,36,-0.60625,-0.075,-0.8149253338426892,-0.3785621020709353,30.60157904804238,0.44267237877289545,0.68484543941438,19502797798301.008,False,False,False,True
161,161,1,0,1,27,123,11,25,36,-0.5962732919254659,-0.06832298136645963,-0.8125191780235816,-0.36477028652157584,29.635830336482115,0.4437387999663067,0.6943561355225474,7424677285809.466,False,False,False,True
162,162,-1,1,0,27,124,11,25,36,-0.5987654320987654,-0.06790123456790123,-0.8149496360129658,-0.3643430802843266,30.113510099254746,0.44266162100408885,0.6946528321653306,11971023044879.113,False,False,False,True
163,163,-1,1,0,27,125,11,25,36,-0.6012269938650306,-0.06748466257668712,-0.8173611738441795,-0.3639151317083189,30.59208718334468,0.44159541187714674,0.6949501714741045,19318555664356.547,False,False,False,True
164,164,1,0,1,28,125,11,26,36,-0.5914634146341463,-0.06097560975609756,-0.8149739248070116,-0.34930081927053624,29.63701139913863,0.4426508694177163,0.7051809663361651,7433451475302.243,False,False,False,True
165,165,-1,0,-1,28,126,11,26,37,-0.593939393939394,-0.06666666666666667,-0.8173850415802009,-0.3640916684344857,30.112725700804113,0.44158487212020836,0.6948274980744822,11961636674758.572,False,False,False,True
166,166,1,0,1,29,126,11,27,37,-0.5843373493975904,-0.060240963855421686,-0.8149982002491605,-0.34953955088429334,29.16974754440023,0.442640124002569,0.705012637439595,4658653362968.703,False,False,False,True
167,167,-1,1,0,29,127,11,27,37,-0.5868263473053892,-0.059880239520958084,-0.8174088964457709,-0.3490877331417823,29.642858861451273,0.4415743382980882,0.705331246629107,7477045636045.756,False,False,False,True
168,168,1,0,1,30,127,11,28,37,-0.5773809523809523,-0.05357142857142857,-0.815022462363657,-0.33366340307857767,28.710485520226563,0.4426293847474787,0.7162948442939778,2943102815638.2993,False,False,False,True
169,169,1,0,1,31,127,11,29,37,-0.5680473372781065,-0.047337278106508875,-0.8126179817284886,-0.31730446654509414,27.79201266264475,0.44369495909471496,0.7281090365316627,1174675038910.4285,False,False,False,True
170,170,-1,1,0,31,128,11,29,37,-0.5705882352941176,-0.047058823529411764,-0.8150467111746575,-0.3167935930433181,28.258771892591795,0.44261865164131775,0.728481103176233,1873392159594.5278,False,False,False,True
171,171,1,0,1,32,128,11,30,37,-0.5614035087719298,-0.04093567251461988,-0.8126426481417504,-0.29936730392465005,27.35098385733628,0.4436840148664698,0.7412870817701356,755755582542.0447,False,False,False,True
172,172,-1,0,-1,32,129,11,30,38,-0.563953488372093,-0.046511627906976744,-0.8150709467062311,-0.31718186813981086,27.814689037566865,0.44260792467299825,0.7281983070105112,1201616725920.4858,False,False,False,True
173,173,-1,1,0,32,130,11,30,38,-0.5664739884393064,-0.046242774566473986,-0.8174803840487908,-0.3166729267229842,28.279642444403713,0.4415427723353891,0.7285690116140733,1912901747049.8691,False,False,False,True
174,174,1,0,1,33,130,11,31,38,-0.5574712643678161,-0.040229885057471264,-0.8150951689823605,-0.29931227847715736,27.378675718854517,0.44259720383147194,0.7413278725457856,776976326367.5873,False,False,False,True
175,175,1,0,1,34,130,11,32,38,-0.5485714285714286,-0.03428571428571429,-0.8126919397305055,-0.28081650207592057,26.49480011410322,0.44366214551546374,0.7551668943246311,321029903835.4105,False,False,False,True
176,176,-1,0,-1,34,131,11,32,39,-0.5511363636363636,-0.03977272727272727,-0.8151193780269419,-0.2997849478796635,26.951391512548838,0.4425864891057299,0.7409775523425511,506804676343.9531,False,False,False,True
177,177,-1,1,0,34,132,11,32,39,-0.5536723163841808,-0.03954802259887006,-0.8175279785169898,-0.2992447393308817,27.409552182529804,0.44152175784204345,0.7413779428882428,801340816696.861,False,False,False,True
178,178,-1,1,0,34,133,11,32,39,-0.5561797752808989,-0.03932584269662921,-0.8199180821471197,-0.2987034404297173,27.869209611004017,0.4404677351992832,0.7417793585872127,1268948360800.2446,False,False,False,True
179,179,-1,1,0,34,134,11,32,39,-0.5586592178770949,-0.03910614525139665,-0.8222900204361414,-0.29816104746327143,28.33029196771549,0.43942421098984613,0.742181803625778,2012284918465.1765,False,False,False,True
180,180,-1,1,0,34,135,11,32,39,-0.5611111111111111,-0.03888888888888889,-0.8246441158226863,-0.29761755670281165,28.792728508503743,0.43839098112001346,0.7425852822121402,3195384396784.4146,False,False,False,True
181,181,-1,0,-1,34,136,11,32,40,-0.56353591160221,-0.04419889502762431,-0.8269806819967775,-0.3153877962285847,29.25644994221657,0.43736784735785855,0.7295059197638432,5080597263771.844,False,False,False,True
182,182,-1,1,0,34,137,11,32,40,-0.5659340659340659,-0.04395604395604396,-0.8293000242163706,-0.3148796031884329,29.721388758717964,0.43635461711204243,0.7298767438121362,8087888071518.722,False,False,False,True
183,183,1,0,1,35,137,11,33,40,-0.5573770491803278,-0.03825136612021858,-0.8270028977647139,-0.29754468115964894,28.820598179565415,0.4373581310031874,0.7426394004898514,3285691275159.104,False,False,False,True
184,184,-1,1,0,35,138,11,33,40,-0.5597826086956522,-0.03804347826086957,-0.8293218746226039,-0.29700232977618235,29.282405915746445,0.4363450826905626,0.743042281237714,5214195446837.613,False,False,False,True
185,185,1,0,1,36,138,11,34,40,-0.5513513513513514,-0.032432432432432434,-0.827025102510281,-0.27851108378933676,28.393209769042265,0.4373484196849858,0.7569098782737749,2142961290531.1523,False,False,False,True
186,186,1,0,1,37,138,11,35,40,-0.543010752688172,-0.026881720430107527,-0.824711854164287,-0.2587754311580923,27.522363443934147,0.4383612862477317,0.77199636990957,897037445982.8431,False,False,False,True
187,187,1,0,1,38,138,11,36,40,-0.5347593582887701,-0.0213903743315508,-0.8223818536607355,-0.23765826182810557,26.672260407001605,0.43938385910043665,0.7884720960708674,383367695863.69684,False,False,False,True
188,188,-1,0,-1,38,139,11,36,41,-0.5372340425531915,-0.026595744680851064,-0.8247344108288273,-0.2594720856455104,27.118741870532958,0.4383513983907693,0.7714587424662314,599128460619.9518,False,False,False,True
189,189,-1,0,-1,38,140,11,36,42,-0.5396825396825397,-0.031746031746031744,-0.8270694790065143,-0.27962625967744037,27.567124528219832,0.43732901212511,0.7560662611062465,938102005792.7001,False,False,False,True
190,190,1,0,1,39,140,11,37,42,-0.531578947368421,-0.02631578947368421,-0.8247569561336223,-0.2601445539672884,26.726257457163005,0.43834151573628943,0.7709401352933551,404637506330.7078,False,False,False,True
191,191,1,0,1,40,140,11,38,42,-0.5235602094240838,-0.020942408376963352,-0.8224276995794111,-0.23932600043390284,25.9086667161394,0.43936371560551696,0.7871582266165899,178645050520.92953,False,False,False,True
192,192,-1,0,-1,40,141,11,38,43,-0.5260416666666666,-0.026041666666666668,-0.8247794900975296,-0.2607939404499464,26.345430872342245,0.43833163827568433,0.7704396597091844,276487340580.65894,False,False,False,True
193,193,1,0,1,41,141,11,39,43,-0.5181347150259067,-0.02072538860103627,-0.8224506049350007,-0.24011726863290983,25.544847075903764,0.43935365193863424,0.7865356197012925,124161264268.42339,False,False,False,True
194,194,-1,0,-1,41,142,11,39,44,-0.520618556701031,-0.02577319587628866,-0.8248020127393425,-0.26142127541602855,25.976570621497935,0.4383217660003755,0.7699564875426358,191197090710.3574,False,False,False,True
195,195,0,-1,0,41,142,12,39,44,-0.517948717948718,-0.02564102564102564,-0.8248020127393425,-0.2608170375048089,25.976570621497935,0.4383217660003755,0.770421865027599,191197090710.3574,False,False,False,True
196,196,-1,1,0,41,143,12,39,44,-0.5204081632653061,-0.025510204081632654,-0.8271359615328411,-0.2602115315672773,26.41042957203188,0.4372999383540075,0.7708885013025378,295055576964.5616,False,False,False,True
197,197,1,0,1,42,143,12,40,44,-0.5126903553299492,-0.02030456852791878,-0.8248245240777949,-0.23958665220562336,25.619747336893834,0.43831189890181116,0.7869530791673823,133818111357.1697,False,False,False,True
198,198,1,0,1,43,143,12,41,44,-0.5050505050505051,-0.015151515151515152,-0.8224963805374435,-0.21751700130912432,24.85304014440574,0.43933354072083636,0.804513927013589,62163891424.82306,False,False,False,True
199,199,-1,0,-1,43,144,12,41,45,-0.507537688442211,-0.020100502512562814,-0.8248470241315555,-0.2403351225973238,25.274791417465597,0.43830203697146936,0.7863642884616603,94776887853.09561,False,False,False,True
200,200,1,0,1,44,144,12,42,45,-0.5,-0.015,-0.8225192508236003,-0.2184228430381414,24.52432551323299,0.4393234931519376,0.803785494698928,44748578385.14714,False,False,False,True
201,201,-1,1,0,44,145,12,42,45,-0.5024875621890548,-0.014925373134328358,-0.8248695129192343,-0.21773086014799636,24.941313480866377,0.4382921802008546,0.8043418929954549,67900788279.80162,False,False,False,True
202,202,1,0,1,45,145,12,43,45,-0.49504950495049505,-0.009900990099009901,-0.8225421094591416,-0.19419040770703377,24.20628619800676,0.4393134509310991,0.823501088385595,32557910363.848133,False,False,False,True
203,203,-1,1,0,45,146,12,43,45,-0.4975369458128079,-0.009852216748768473,-0.8248919904593781,-0.1934445176726851,24.618743376090293,0.4382823285814999,0.8241155587758788,49179532908.07814,False,False,False,True
204,204,1,0,1,46,146,12,44,45,-0.49019607843137253,-0.004901960784313725,-0.8225649564635562,-0.16809043914869948,23.898185602462895,0.43930341404940304,0.8452773850605716,23924900189.354076,False,False,False,True
205,205,-1,1,0,46,147,12,44,45,-0.4926829268292683,-0.004878048780487805,-0.8249144567704758,-0.16728431849687464,24.30638085854332,0.4382724821049648,0.845959055334518,35985461929.352356,False,False,False,True
206,206,0,-1,0,46,147,13,44,45,-0.49029126213592233,-0.0048543689320388345,-0.8249144567704758,-0.16647624788237536,24.30638085854332,0.4382724821049648,0.8466429262589897,35985461929.352356,False,False,False,True
207,207,-1,0,-1,46,148,13,44,46,-0.4927536231884058,-0.00966183574879227,-0.8272465476812361,-0.19302712571761882,24.716469628150378,0.4372515817119682,0.824459609777222,54228347656.107895,False,False,False,True
208,208,-1,1,0,46,149,13,44,46,-0.4951923076923077,-0.009615384615384616,-0.8295615302605674,-0.19228236415758504,25.128472038140856,0.43624052266109886,0.8250738643105744,81876024036.59943,False,False,False,True
209,209,1,0,1,47,149,13,45,46,-0.4880382775119617,-0.004784688995215311,-0.8272686323602683,-0.1669665869285697,24.40947145761023,0.43724192525776,0.8462278859376142,39893189522.34508,False,False,False,True
210,210,-1,1,0,47,150,13,45,46,-0.49047619047619045,-0.004761904761904762,-0.8295832540453949,-0.16616210905083406,24.817316130886265,0.43623104596878676,0.8469089314576711,59982346500.62507,False,False,False,True
211,211,1,0,1,48,150,13,46,46,-0.4834123222748815,0.0,-0.8272907062298924,-0.13884087018367497,24.11138983934577,0.4372322737430312,0.8703665187032524,29610351185.146824,False,False,False,True
212,212,-1,1,0,48,151,13,46,46,-0.4858490566037736,0.0,-0.8296049673873025,-0.13796965571110542,24.51536327975941,0.43622157403776896,0.8711251250172037,44349322960.61395,False,False,False,True
213,213,-1,1,0,48,152,13,46,46,-0.48826291079812206,0.0,-0.8319024317127464,-0.13709627644647604,24.92108985713627,0.4352205209156712,0.8718862799783881,66541380692.67695,False,False,False,True
214,214,-1,1,0,48,153,13,46,46,-0.49065420560747663,0.0,-0.8341833840282038,-0.13622072460693868,25.328589882359186,0.4342289349707964,0.8726499959023434,100015387126.16516,False,False,False,True
215,215,-1,1,0,48,154,13,46,46,-0.4930232558139535,0.0,-0.8364481017820102,-0.13534299237860825,25.737885409736244,0.4332466417208769,0.873416285176999,150598833972.57434,False,False,False,True
216,216,1,0,1,49,154,13,47,46,-0.4861111111111111,0.004629629629629629,-0.83420439380924,-0.10556683716092996,25.02759650533891,0.43421981201178905,0.8998143298017426,74019655173.78403,False,False,False,True
217,217,-1,1,0,49,155,13,47,46,-0.48847926267281105,0.004608294930875576,-0.8364687779780433,-0.10461366711204478,25.433033596878406,0.43323768392098894,0.9006724147559396,111026372139.12283,False,False,False,True
218,218,-1,1,0,49,156,13,47,46,-0.4908256880733945,0.0045871559633027525,-0.8387172061820185,-0.10365804243098653,25.840195191320063,0.4322646743744048,0.9015335309314317,166822330084.66306,False,False,False,True
219,219,-1,1,0,49,157,13,47,46,-0.4931506849315068,0.0045662100456621,-0.8409499415990402,-0.10269995421550382,26.249104492094432,0.4313006183678901,0.9023976934891574,251096833393.97037,False,False,False,True
220,220,-1,1,0,49,158,13,47,46,-0.4954545454545455,0.004545454545454545,-0.8431672407754105,-0.10173939352849848,26.65978613385196,0.4303453553053883,0.9032649176816198,378615166311.9063,False,False,False,True
221,221,-1,1,0,49,159,13,47,46,-0.497737556561086,0.004524886877828055,-0.845369353848537,-0.10077635139791363,27.07226567027216,0.4293987288443035,0.9041352188535104,571920407131.2064,False,False,False,True
222,222,1,0,1,50,159,13,48,46,-0.49099099099099097,0.009009009009009009,-0.8431869562152667,-0.06814851512371156,26.352125160372825,0.43033687094105516,0.9341217320702625,278344435504.23706,False,False,False,True
223,223,-1,1,0,50,160,13,48,46,-0.49327354260089684,0.008968609865470852,-0.8453887674413281,-0.06709984453148587,26.760655504760113,0.4293903927531537,0.9351018318713441,418798403879.73505,False,False,False,True
224,224,1,0,1,51,160,13,49,46,-0.48660714285714285,0.013392857142857142,-0.8432066631475794,-0.03161755877026762,26.05299372686197,0.43032839040503085,0.9688770497639949,206381807943.7718,False,False,False,True
225,225,-1,1,0,51,161,13,49,46,-0.4888888888888889,0.013333333333333334,-0.8454081727976321,-0.030473056183083713,26.457868581747743,0.4293820603604356,0.969986566855592,309390039541.66705,False,False,False,True
226,226,-1,1,0,51,162,13,49,46,-0.4911504424778761,0.01327433628318584,-0.8475947547216651,-0.02932541807738165,26.864372917053565,0.4284442070289857,0.9711003994178307,464567599819.34576,False,False,False,True
227,227,1,0,1,52,162,13,50,46,-0.4845814977973568,0.01762114537444934,-0.8454275699289844,0.009446183846678391,26.16310063099194,0.4293737316609872,1.0094909398548015,230404116184.33032,False,False,False,True
228,228,-1,1,0,52,163,13,50,46,-0.4868421052631579,0.017543859649122806,-0.8476138577489793,0.010701398310896781,26.56614320625408,0.4284360225257709,1.0107588630753133,344769945272.5977,False,False,False,True
229,229,-1,1,0,52,164,13,50,46,-0.4890829694323144,0.017467248908296942,-0.849785462300436,0.011960140936152275,26.970745716666872,0.4275066384018803,1.012031949416049,516709013614.21594,False,False,False,True
230,230,1,0,1,53,164,13,51,46,-0.4826086956521739,0.021739130434782608,-0.8476329528220141,0.05441194269075966,26.275433040845435,0.4284278415867381,1.0559194908906153,257795646669.71353,False,False,False,True
231,231,0,-1,0,53,164,14,51,46,-0.4805194805194805,0.021645021645021644,-0.8476329528220141,0.055791308941750994,26.275433040845435,0.4284278415867381,1.0573769955854133,257795646669.71353,False,False,False,True
232,232,-1,1,0,53,165,14,51,46,-0.4827586206896552,0.021551724137931036,-0.8498042704887134,0.05717463972483605,26.67676181024701,0.42749859785214966,1.058840709899853,385097278307.56464,False,False,False,True
233,233,-1,1,0,53,166,14,51,46,-0.48497854077253216,0.02145922746781116,-0.8519611431146505,0.05856194924848479,27.07958373878545,0.42657753149729394,1.0603106691091688,576121111629.3297,False,False,False,True
234,234,-1,0,-1,53,167,14,51,47,-0.48717948717948717,0.017094017094017096,-0.8541037963962435,0.012500464182541915,27.483919971865337,0.4256645022514393,1.012578921561983,863206664771.35,False,False,False,True
235,235,-1,1,0,53,168,14,51,47,-0.48936170212765956,0.01702127659574468,-0.8562324506376,0.013755891289362498,27.88979444021784,0.42475937339828723,1.0138509388833512,1295340149398.057,False,False,False,True
236,236,1,0,1,54,168,14,52,47,-0.4830508474576271,0.0211864406779661,-0.854122043591687,0.05609715421966621,27.19070185542465,0.4256567351389376,1.057700438805759,643830838509.7612,False,False,False,True
237,237,-1,1,0,54,169,14,52,47,-0.48523206751054854,0.02109704641350211,-0.8562504307554173,0.05747187568297818,27.59330829223474,0.4247517362433682,1.0591554822112872,962989448938.8689,False,False,False,True
238,238,-1,1,0,54,170,14,52,47,-0.48739495798319327,0.02100840336134454,-0.8583650400795642,0.05885051343590719,27.997384442237074,0.42385450124654317,1.0606166809457207,1442479238114.793,False,False,False,True
239,239,0,-1,0,54,170,15,52,47,-0.48535564853556484,0.02092050209205021,-0.8583650400795642,0.0602330813663996,27.997384442237074,0.42385450124654317,1.0620840697039189,1442479238114.793,False,False,False,True
240,240,1,0,1,55,170,15,53,47,-0.4791666666666667,0.025,-0.8562684038761339,0.10676984834678471,27.303922023847143,0.42474410219774217,1.1126781402944192,721012292877.7734,False,False,False,True
241,241,-1,1,0,55,171,15,53,47,-0.48132780082987553,0.024896265560165973,-0.8583827524514849,0.10828624735082304,27.704913710518465,0.42384699384446395,1.114366684247799,1076691156830.4524,False,False,False,True
242,242,-1,1,0,55,172,15,53,47,-0.4834710743801653,0.024793388429752067,-0.860483538947757,0.10980704816057951,28.107309923967332,0.42295751643150675,1.1160627033302815,1610087955160.7146,False,False,False,True
243,243,-1,1,0,55,173,15,53,47,-0.48559670781893005,0.024691358024691357,-0.8625709681342775,0.111332266103783,28.511132285781613,0.4220755434154133,1.1177662409940032,2411167740681.716,False,False,False,True
244,244,-1,1,0,55,174,15,53,47,-0.48770491803278687,0.02459016393442623,-0.8646452400495237,0.1128619165533431,28.916405371574797,0.4212009513540548,1.1194773409858385,3616057180680.709,False,False,False,True
245,245,-1,1,0,55,175,15,53,47,-0.4897959183673469,0.024489795918367346,-0.866706550146954,0.11439601492734885,29.323156414603517,0.4203336198067272,1.121196047349625,5431065278960.81,False,False,False,True
246,246,1,0,1,56,175,15,54,47,-0.483739837398374,0.028455284552845527,-0.8646621987941829,0.16591066538287258,28.621581781424254,0.4211938083752387,1.1804676403879868,2692743777726.9497,False,False,False,True
247,247,-1,1,0,56,176,15,54,47,-0.48582995951417,0.02834008097165992,-0.8667232709500561,0.1675954959902981,29.025156726096697,0.4203265915497924,1.1824582048106436,4031488288611.139,False,False,False,True
248,248,1,0,1,57,176,15,55,47,-0.4798387096774194,0.03225806451612903,-0.8646791513571448,0.22403763793836395,28.3334535744451,0.42118666812120603,1.2511181080484342,2018657039768.244,False,False,False,True
249,249,-1,0,-1,57,177,15,55,48,-0.4819277108433735,0.028112449799196786,-0.8667399857525981,0.1622382239412965,28.734125200700596,0.4203195659325275,1.1761403927501648,3013505698024.8657,False,False,False,True
250,250,-1,1,0,57,178,15,55,48,-0.484,0.028,-0.8687880597947513,0.1639002486653358,29.136117103024667,0.4194596012763779,1.1780967925038863,4504585991666.151,False,False,False,True
251,251,-1,1,0,57,179,15,55,48,-0.4860557768924303,0.027888446215139442,-0.8708235598732985,0.16556712044980548,29.539451055173622,0.4186066596009527,1.1800621663647428,6742494357968.209,False,False,False,True
252,252,-1,1,0,57,180,15,55,48,-0.4880952380952381,0.027777777777777776,-0.8728466682092986,0.16723885557405094,29.94415191621239,0.41776062907268063,1.1820365676151865,10106015092454.428,False,False,False,True
253,253,-1,1,0,57,181,15,55,48,-0.4901185770750988,0.02766798418972332,-0.8748575629796345,0.16891547035938181,30.35024737535886,0.4169214004914076,1.1840200499044815,15168581156636.0,False,False,False,True
254,254,0,-1,0,57,181,16,55,48,-0.4881889763779528,0.027559055118110236,-0.8748575629796345,0.17059698116901068,30.35024737535886,0.4169214004914076,1.1860126672515103,15168581156636.0,False,False,False,True
255,255,-1,1,0,57,182,16,55,48,-0.49019607843137253,0.027450980392156862,-0.8768564184368488,0.17228340440798506,30.757767653765058,0.416088867208847,1.1880144740475997,22799680845009.195,False,False,False,True
256,256,-1,1,0,57,183,16,55,48,-0.4921875,0.02734375,-0.878843405024567,0.17397475652312844,31.16674516280218,0.4152629250501429,1.1900255250593792,34319854904059.523,False,False,False,True
257,257,1,0,1,58,183,16,56,48,-0.48638132295719844,0.0311284046692607,-0.8768720146185474,0.23062818172846056,30.45843442914795,0.41608237786187596,1.259390887840675,16901684866789.191,False,False,False,True
258,258,-1,1,0,58,184,16,56,48,-0.4883720930232558,0.031007751937984496,-0.8788587927324754,0.2324857152079547,30.86421438291839,0.4152565351547101,1.2617324226449798,25360510690133.902,False,False,False,True
259,259,1,0,1,59,184,16,57,48,-0.4826254826254826,0.03474903474903475,-0.8768876056227479,0.2945426403550684,30.165951554684924,0.4160758907703452,1.3425122073464946,12615553263940.28,False,False,False,True
260,260,0,-1,0,59,184,17,57,48,-0.4807692307692308,0.03461538461538462,-0.8768876056227479,0.2965832011506353,30.165951554684924,0.4160758907703452,1.3452544820619696,12615553263940.28,False,False,False,True
261,261,-1,1,0,59,185,17,57,48,-0.4827586206896552,0.034482758620689655,-0.878874175407752,0.2986297965250766,30.568822907639273,0.41525014744740346,1.3480104929199663,18874311010440.453,False,False,False,True
262,262,-1,1,0,59,186,17,57,48,-0.4847328244274809,0.03435114503816794,-0.8808490518113024,0.30068244511012265,30.972981012784423,0.4144308889630317,1.3507803265258749,28274487516132.543,False,False,False,True
263,263,-1,1,0,59,187,17,57,48,-0.4866920152091255,0.034220532319391636,-0.8828123977418736,0.30274116556831165,31.37845367264819,0.41361801600021186,1.3535640701103449,42412051558437.5,False,False,False,True
264,264,1,0,1,60,187,17,58,48,-0.4810606060606061,0.03787878787878788,-0.8808642256385881,0.3713013558528311,30.681237628345002,0.4144246005080108,1.449619858998278,21119916651740.13,False,False,False,True
265,265,-1,1,0,60,188,17,58,48,-0.4830188679245283,0.03773584905660377,-0.8828273719886677,0.37356240655691986,31.083887384454385,0.41361182242833394,1.4529012312777183,31590810411152.117,False,False,False,True
266,266,1,0,1,61,188,17,59,48,-0.4774436090225564,0.041353383458646614,-0.8808793945835123,0.4486206226413567,30.395427476136796,0.4144183141717491,1.5661503824840481,15869616358018.945,False,False,False,True
267,267,-1,1,0,61,189,17,59,48,-0.4794007490636704,0.04119850187265917,-0.8828423414875877,0.45110200472408346,30.795512099974196,0.4136056309129469,1.5700414255677828,23676689152503.316,False,False,False,True
268,268,-1,0,-1,61,190,17,59,49,-0.48134328358208955,0.03731343283582089,-0.884793925587092,0.3671043602467692,31.196761056553356,0.41279923187390594,1.4435485603385438,35365612178288.3,False,False,False,True
269,269,-1,0,-1,61,191,17,59,50,-0.483271375464684,0.03345724907063197,-0.8867343027035752,0.2921241401960364,31.599195663189057,0.41199902229592267,1.33926926446916,52887898308597.4,False,False,False,True
